buffer_weight,0.1,0.099937365629653,0.0949872607711,0.083669421487603,0.145834710743802
buffer_weight,0.2,,0.094930459713047,,0.145669421487603
buffer_weight,0.3,,0.094827072639289,,0.146809917355372
buffer_weight,0.4,,0.094849402912548,,0.145619834710744
buffer_weight,0.5,,0.094739639870453,,0.14598347107438
buffer_weight,0.6,,0.09470337984711,,0.146148760330579
buffer_weight,0.7,,0.094850438193227,,0.145504132231405
buffer_weight,0.8,,0.095910345500838,,0.122644628099174
buffer_weight,0.9,,0.095756266940354,,0.118842975206612
buffer_weight,1,,0.095613069873089,,0.116380165289256
