ekici,49,1,0.07925866572852301,0.14611481865006062,0.02306807231822402,3474070.5570488176
prob-routing,42,8,0.08701531727294048,0.17575877982089266,0.043903521365813526,1770151.806767773
ekici,38,12,0.0687049292614884,0.19409795965479196,0.022161403037703937,2035035.5412820382
prob-routing,22,25,0.09700178944913734,0.1961543843046628,0.02908399975245897,2631258.5964558236
ekici,37,13,0.06355898583382343,0.17212190677445094,0.01484717690012988,2150204.74109684
prob-routing,50,0,,0.14969781805749288,0.04446822051903326,1889084.0037930028
ekici,38,12,0.060819933175494244,0.17708443742819538,0.019500783349158876,1801047.9344637007
prob-routing,43,7,0.067789865728523,0.1378821580005566,0.013817736776232045,2486944.6605717726
ekici,30,20,0.03510535415068764,0.15529918501784337,0.030254217231978502,162673070.7023769
prob-routing,48,2,0.09888122520007953,0.17168043528283727,0.01957559832921035,2066050.5225058016
ekici,50,0,,0.14060601381784335,0.024065989967163467,2225694.2275341693
prob-routing,48,2,0.050422825728522996,0.18145653146659377,0.008386043855026212,2250951.7653005314
ekici,24,26,0.005794346594501768,0.1806936877415478,0.019969341284491585,2020317.3347293118
prob-routing,50,0,,0.1458045523068222,0.04015008850029245,2002952.4734940394
ekici,50,0,,0.16283760436385028,0.01680287132661926,2208011.2861731704
prob-routing,50,0,,0.1417875441051111,0.024966402711414194,3592114.508274009
ekici,50,0,,0.15797378380653795,0.016823937317541785,2632422.1694141943
prob-routing,29,21,0.0,0.14524642897542986,0.006762927366297473,191222368.4701179
ekici,50,0,,0.18139825385020225,0.014982823098770345,2121980.735578974
prob-routing,50,0,,0.17731276326075093,0.02967940812201899,1777890.4825981425
ekici,37,13,0.08200061048597576,0.1505810281736318,0.01902620963081136,4338534.554220302
prob-routing,40,10,0.07544711977985696,0.14940521528709358,0.0180118167555334,4871890.934119229
ekici,31,19,0.06729182226912704,0.2012716319855853,0.007511253673040859,1905518.911792148
prob-routing,41,9,0.0,0.1583851754894704,0.026758498374978658,195853009.29544726
ekici,39,11,0.07622017845579573,0.16591841237886998,0.01646401500027457,2084607.3089510307
prob-routing,47,3,0.08400664502896633,0.14746442889564487,0.006039149654052735,2327689.9411524762
ekici,36,14,0.08560807305687342,0.20077183763520534,0.02208470449028478,1797002.7303952458
prob-routing,42,8,0.10219724250757717,0.15314234009805539,0.012381236154976534,3942278.6076027956
ekici,24,26,0.04939114204031204,0.21012736942247381,0.01509574025192573,148801828.45020542
prob-routing,23,27,0.03164933773426847,0.15128487045592234,0.013727585726195722,5094764.747778446
ekici,50,0,,0.15900852261784337,0.010297422074612535,2293768.2748095067
prob-routing,48,2,0.07252717651363629,0.1902354188336698,0.025049638110811505,1816714.5566942664
ekici,50,0,,0.15387342829997772,0.02023000994772356,2174736.1167663685
prob-routing,23,27,0.059881895986713486,0.21120288540561805,0.020495406498722446,184293040.90317518
ekici,50,0,,0.16676226791024448,0.0333298214156953,1973630.6474815363
prob-routing,26,24,0.0,0.2029670787693825,0.018462713260811846,146883988.24704036
ekici,44,6,0.050540457957755414,0.13468329980801064,0.027381499381138603,1974627.649846641
prob-routing,33,17,0.11095299652633583,0.17236277769228792,0.00914805415787775,2162131.703550044
ekici,44,6,0.09195986187926126,0.17977905297268185,0.023741780355882872,2593387.4665720044
prob-routing,35,15,0.08446098161007638,0.15497379566993957,0.016717924071705758,2188900.55736482
ekici,45,5,0.09256247372852303,0.18606448593428948,0.038677446688534574,2132120.3136416217
prob-routing,29,21,0.0,0.16347726497910978,0.024780287257492706,180029564.60919577
ekici,50,0,,0.1668425145667118,0.014643240706444453,2487111.213798361
prob-routing,41,9,0.10828362728921372,0.19204588341400536,0.023635060163247422,1930360.200429268
ekici,49,1,0.07414138520007953,0.1329240711533618,0.005606464060675657,5355622.2786699245
prob-routing,46,4,0.09269354572852301,0.1831019538867086,0.02057146669074136,1754692.59251839
ekici,100,0,,0.12118331472035675,0.028268338349248263,6017140.587291774
